Dataset;#TrainingRelease;%training;%Defective in training;%Defective in testing;Classifier;Feature Selection;Balancing;Sensitivity;TP;FP;TN;FN;Precision;Recall;AUC;Kappa
SYNCOPE;7;17.44;32.54;41.25;IBk;No;No;No;404;49;255;29;0.89;0.93;0.89;0.78
SYNCOPE;7;17.44;32.54;41.25;IBk;No;No;Sensitive Threshold;404;47;257;29;0.9;0.93;0.89;0.79
SYNCOPE;7;17.44;32.54;41.25;IBk;No;No;Sensitive Learning;404;48;256;29;0.89;0.93;0.89;0.78
SYNCOPE;7;17.44;32.54;41.25;IBk;No;oversampling;No;389;60;244;44;0.87;0.9;0.87;0.71
SYNCOPE;7;17.44;32.54;41.25;IBk;No;oversampling;Sensitive Threshold;379;51;253;54;0.88;0.88;0.85;0.71
SYNCOPE;7;17.44;32.54;41.25;IBk;No;oversampling;Sensitive Learning;361;55;249;72;0.87;0.83;0.82;0.65
SYNCOPE;7;17.44;32.54;41.25;IBk;No;undersampling;No;359;43;261;74;0.89;0.83;0.86;0.68
SYNCOPE;7;17.44;32.54;41.25;IBk;No;undersampling;Sensitive Threshold;354;43;261;79;0.89;0.82;0.84;0.66
SYNCOPE;7;17.44;32.54;41.25;IBk;No;undersampling;Sensitive Learning;307;71;233;126;0.81;0.71;0.76;0.46
SYNCOPE;7;17.44;32.54;41.25;IBk;No;SMOTE;No;402;49;255;31;0.89;0.93;0.89;0.77
SYNCOPE;7;17.44;32.54;41.25;IBk;No;SMOTE;Sensitive Threshold;402;47;257;31;0.9;0.93;0.89;0.78
SYNCOPE;7;17.44;32.54;41.25;IBk;No;SMOTE;Sensitive Learning;346;44;260;87;0.89;0.8;0.84;0.64
SYNCOPE;7;17.44;32.54;41.25;IBk;Best first;No;No;429;58;246;4;0.88;0.99;0.92;0.82
SYNCOPE;7;17.44;32.54;41.25;IBk;Best first;No;Sensitive Threshold;329;34;270;104;0.91;0.76;0.82;0.63
SYNCOPE;7;17.44;32.54;41.25;IBk;Best first;No;Sensitive Learning;390;48;256;43;0.89;0.9;0.92;0.74
SYNCOPE;7;17.44;32.54;41.25;IBk;Best first;oversampling;No;367;44;260;66;0.89;0.85;0.91;0.7
SYNCOPE;7;17.44;32.54;41.25;IBk;Best first;oversampling;Sensitive Threshold;316;33;271;117;0.91;0.73;0.81;0.6
SYNCOPE;7;17.44;32.54;41.25;IBk;Best first;oversampling;Sensitive Learning;335;44;260;98;0.88;0.77;0.89;0.61
SYNCOPE;7;17.44;32.54;41.25;IBk;Best first;undersampling;No;353;45;259;80;0.89;0.82;0.91;0.66
SYNCOPE;7;17.44;32.54;41.25;IBk;Best first;undersampling;Sensitive Threshold;288;32;272;145;0.9;0.67;0.78;0.53
SYNCOPE;7;17.44;32.54;41.25;IBk;Best first;undersampling;Sensitive Learning;262;35;269;171;0.88;0.61;0.86;0.46
SYNCOPE;7;17.44;32.54;41.25;IBk;Best first;SMOTE;No;409;49;255;24;0.89;0.94;0.91;0.79
SYNCOPE;7;17.44;32.54;41.25;IBk;Best first;SMOTE;Sensitive Threshold;329;34;270;104;0.91;0.76;0.82;0.63
SYNCOPE;7;17.44;32.54;41.25;IBk;Best first;SMOTE;Sensitive Learning;315;39;265;118;0.89;0.73;0.91;0.58
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;No;No;No;421;115;189;12;0.79;0.97;0.9;0.63
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;No;No;Sensitive Threshold;277;29;275;156;0.91;0.64;0.77;0.51
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;No;No;Sensitive Learning;360;35;269;73;0.91;0.83;0.9;0.7
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;No;oversampling;No;345;33;271;88;0.91;0.8;0.9;0.67
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;No;oversampling;Sensitive Threshold;49;4;300;384;0.92;0.11;0.55;0.08
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;No;oversampling;Sensitive Learning;325;35;269;108;0.9;0.75;0.89;0.61
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;No;undersampling;No;347;38;266;86;0.9;0.8;0.9;0.66
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;No;undersampling;Sensitive Threshold;0;0;304;433;0;0;0.5;0
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;No;undersampling;Sensitive Learning;8;3;301;425;0.73;0.02;0.87;0.01
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;No;SMOTE;No;377;37;267;56;0.91;0.87;0.9;0.74
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;No;SMOTE;Sensitive Threshold;0;0;304;433;0;0;0.5;0
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;No;SMOTE;Sensitive Learning;310;36;268;123;0.9;0.72;0.9;0.57
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;Best first;No;No;429;59;245;4;0.88;0.99;0.91;0.82
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;Best first;No;Sensitive Threshold;253;29;275;180;0.9;0.58;0.74;0.46
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;Best first;No;Sensitive Learning;329;34;270;104;0.91;0.76;0.91;0.63
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;Best first;oversampling;No;367;44;260;66;0.89;0.85;0.91;0.7
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;Best first;oversampling;Sensitive Threshold;112;17;287;321;0.87;0.26;0.6;0.18
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;Best first;oversampling;Sensitive Learning;335;44;260;98;0.88;0.77;0.89;0.61
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;Best first;undersampling;No;353;45;259;80;0.89;0.82;0.9;0.66
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;Best first;undersampling;Sensitive Threshold;0;0;304;433;0;0;0.5;0
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;Best first;undersampling;Sensitive Learning;262;35;269;171;0.88;0.61;0.86;0.46
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;Best first;SMOTE;No;405;49;255;28;0.89;0.94;0.9;0.78
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;Best first;SMOTE;Sensitive Threshold;0;0;304;433;0;0;0.5;0
SYNCOPE;7;17.44;32.54;41.25;Naive Bayes;Best first;SMOTE;Sensitive Learning;304;38;266;129;0.89;0.7;0.9;0.55
SYNCOPE;8;19.75;33.56;43.09;Random Forest;No;No;No;417;66;255;7;0.86;0.98;0.96;0.8
SYNCOPE;8;19.75;33.56;43.09;Random Forest;No;No;Sensitive Threshold;8;0;321;416;1;0.02;0.51;0.02
SYNCOPE;8;19.75;33.56;43.09;Random Forest;No;No;Sensitive Learning;367;16;305;57;0.96;0.87;0.96;0.8
SYNCOPE;8;19.75;33.56;43.09;Random Forest;No;oversampling;No;372;41;280;52;0.9;0.88;0.95;0.75
SYNCOPE;8;19.75;33.56;43.09;Random Forest;No;oversampling;Sensitive Threshold;5;0;321;419;1;0.01;0.51;0.01
SYNCOPE;8;19.75;33.56;43.09;Random Forest;No;oversampling;Sensitive Learning;342;32;289;82;0.91;0.81;0.94;0.69
SYNCOPE;8;19.75;33.56;43.09;Random Forest;No;undersampling;No;351;37;284;73;0.9;0.83;0.94;0.7
SYNCOPE;8;19.75;33.56;43.09;Random Forest;No;undersampling;Sensitive Threshold;3;0;321;421;1;0.01;0.5;0.01
SYNCOPE;8;19.75;33.56;43.09;Random Forest;No;undersampling;Sensitive Learning;275;34;287;149;0.89;0.65;0.88;0.52
SYNCOPE;8;19.75;33.56;43.09;Random Forest;No;SMOTE;No;420;64;257;4;0.87;0.99;0.96;0.81
SYNCOPE;8;19.75;33.56;43.09;Random Forest;No;SMOTE;Sensitive Threshold;14;0;321;410;1;0.03;0.52;0.03
SYNCOPE;8;19.75;33.56;43.09;Random Forest;No;SMOTE;Sensitive Learning;256;18;303;168;0.93;0.6;0.93;0.52
SYNCOPE;8;19.75;33.56;43.09;Random Forest;Best first;No;No;421;69;252;3;0.86;0.99;0.97;0.8
SYNCOPE;8;19.75;33.56;43.09;Random Forest;Best first;No;Sensitive Threshold;324;5;316;100;0.98;0.76;0.87;0.72
SYNCOPE;8;19.75;33.56;43.09;Random Forest;Best first;No;Sensitive Learning;389;41;280;35;0.9;0.92;0.97;0.79
SYNCOPE;8;19.75;33.56;43.09;Random Forest;Best first;oversampling;No;409;56;265;15;0.88;0.96;0.95;0.8
SYNCOPE;8;19.75;33.56;43.09;Random Forest;Best first;oversampling;Sensitive Threshold;316;17;304;108;0.95;0.75;0.85;0.67
SYNCOPE;8;19.75;33.56;43.09;Random Forest;Best first;oversampling;Sensitive Learning;398;58;263;26;0.87;0.94;0.94;0.77
SYNCOPE;8;19.75;33.56;43.09;Random Forest;Best first;undersampling;No;409;62;259;15;0.87;0.96;0.95;0.79
SYNCOPE;8;19.75;33.56;43.09;Random Forest;Best first;undersampling;Sensitive Threshold;261;5;316;163;0.98;0.62;0.8;0.57
SYNCOPE;8;19.75;33.56;43.09;Random Forest;Best first;undersampling;Sensitive Learning;402;95;226;22;0.81;0.95;0.88;0.67
SYNCOPE;8;19.75;33.56;43.09;Random Forest;Best first;SMOTE;No;418;67;254;6;0.86;0.99;0.96;0.8
SYNCOPE;8;19.75;33.56;43.09;Random Forest;Best first;SMOTE;Sensitive Threshold;328;8;313;96;0.98;0.77;0.87;0.72
SYNCOPE;8;19.75;33.56;43.09;Random Forest;Best first;SMOTE;Sensitive Learning;342;31;290;82;0.92;0.81;0.95;0.7
SYNCOPE;8;19.75;33.56;43.09;IBk;No;No;No;373;54;267;51;0.87;0.88;0.86;0.71
SYNCOPE;8;19.75;33.56;43.09;IBk;No;No;Sensitive Threshold;373;54;267;51;0.87;0.88;0.86;0.71
SYNCOPE;8;19.75;33.56;43.09;IBk;No;No;Sensitive Learning;373;54;267;51;0.87;0.88;0.86;0.71
SYNCOPE;8;19.75;33.56;43.09;IBk;No;oversampling;No;345;36;285;79;0.91;0.81;0.85;0.69
SYNCOPE;8;19.75;33.56;43.09;IBk;No;oversampling;Sensitive Threshold;345;36;285;79;0.91;0.81;0.85;0.69
SYNCOPE;8;19.75;33.56;43.09;IBk;No;oversampling;Sensitive Learning;268;23;298;156;0.92;0.63;0.8;0.53
SYNCOPE;8;19.75;33.56;43.09;IBk;No;undersampling;No;314;32;289;110;0.91;0.74;0.82;0.62
SYNCOPE;8;19.75;33.56;43.09;IBk;No;undersampling;Sensitive Threshold;314;32;289;110;0.91;0.74;0.82;0.62
SYNCOPE;8;19.75;33.56;43.09;IBk;No;undersampling;Sensitive Learning;187;27;294;237;0.87;0.44;0.66;0.33
SYNCOPE;8;19.75;33.56;43.09;IBk;No;SMOTE;No;372;53;268;52;0.88;0.88;0.86;0.71
SYNCOPE;8;19.75;33.56;43.09;IBk;No;SMOTE;Sensitive Threshold;372;53;268;52;0.88;0.88;0.86;0.71
SYNCOPE;8;19.75;33.56;43.09;IBk;No;SMOTE;Sensitive Learning;274;35;286;150;0.89;0.65;0.81;0.51
SYNCOPE;8;19.75;33.56;43.09;IBk;Best first;No;No;420;67;254;4;0.86;0.99;0.97;0.8
SYNCOPE;8;19.75;33.56;43.09;IBk;Best first;No;Sensitive Threshold;335;5;316;89;0.99;0.79;0.89;0.75
SYNCOPE;8;19.75;33.56;43.09;IBk;Best first;No;Sensitive Learning;389;41;280;35;0.9;0.92;0.97;0.79
SYNCOPE;8;19.75;33.56;43.09;IBk;Best first;oversampling;No;385;48;273;39;0.89;0.91;0.95;0.76
SYNCOPE;8;19.75;33.56;43.09;IBk;Best first;oversampling;Sensitive Threshold;334;17;304;90;0.95;0.79;0.87;0.72
SYNCOPE;8;19.75;33.56;43.09;IBk;Best first;oversampling;Sensitive Learning;355;51;270;69;0.87;0.84;0.94;0.67
SYNCOPE;8;19.75;33.56;43.09;IBk;Best first;undersampling;No;373;55;266;51;0.87;0.88;0.96;0.71
SYNCOPE;8;19.75;33.56;43.09;IBk;Best first;undersampling;Sensitive Threshold;311;5;316;113;0.98;0.73;0.86;0.69
SYNCOPE;8;19.75;33.56;43.09;IBk;Best first;undersampling;Sensitive Learning;282;43;278;142;0.87;0.67;0.88;0.51
SYNCOPE;8;19.75;33.56;43.09;IBk;Best first;SMOTE;No;417;66;255;7;0.86;0.98;0.96;0.8
SYNCOPE;8;19.75;33.56;43.09;IBk;Best first;SMOTE;Sensitive Threshold;339;8;313;85;0.98;0.8;0.89;0.75
SYNCOPE;8;19.75;33.56;43.09;IBk;Best first;SMOTE;Sensitive Learning;340;28;293;84;0.92;0.8;0.95;0.7
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;No;No;No;403;174;147;21;0.7;0.95;0.83;0.43
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;No;No;Sensitive Threshold;341;70;251;83;0.83;0.8;0.79;0.58
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;No;No;Sensitive Learning;385;74;247;39;0.84;0.91;0.87;0.69
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;No;oversampling;No;392;68;253;32;0.85;0.92;0.89;0.72
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;No;oversampling;Sensitive Threshold;305;25;296;119;0.92;0.72;0.82;0.62
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;No;oversampling;Sensitive Learning;403;145;176;21;0.74;0.95;0.79;0.52
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;No;undersampling;No;399;139;182;25;0.74;0.94;0.79;0.53
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;No;undersampling;Sensitive Threshold;213;51;270;211;0.81;0.5;0.67;0.32
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;No;undersampling;Sensitive Learning;319;104;217;105;0.75;0.75;0.77;0.43
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;No;SMOTE;No;400;133;188;24;0.75;0.94;0.85;0.55
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;No;SMOTE;Sensitive Threshold;329;55;266;95;0.86;0.78;0.8;0.6
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;No;SMOTE;Sensitive Learning;282;17;304;142;0.94;0.67;0.88;0.58
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;Best first;No;No;424;71;250;0;0.86;1;0.95;0.8
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;Best first;No;Sensitive Threshold;248;5;316;176;0.98;0.58;0.78;0.53
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;Best first;No;Sensitive Learning;335;5;316;89;0.99;0.79;0.97;0.75
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;Best first;oversampling;No;385;48;273;39;0.89;0.91;0.94;0.76
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;Best first;oversampling;Sensitive Threshold;169;10;311;255;0.94;0.4;0.68;0.34
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;Best first;oversampling;Sensitive Learning;355;51;270;69;0.87;0.84;0.94;0.67
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;Best first;undersampling;No;373;55;266;51;0.87;0.88;0.94;0.71
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;Best first;undersampling;Sensitive Threshold;0;0;321;424;0;0;0.5;0
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;Best first;undersampling;Sensitive Learning;282;43;278;142;0.87;0.67;0.88;0.51
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;Best first;SMOTE;No;419;69;252;5;0.86;0.99;0.95;0.79
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;Best first;SMOTE;Sensitive Threshold;252;8;313;172;0.97;0.59;0.78;0.54
SYNCOPE;8;19.75;33.56;43.09;Naive Bayes;Best first;SMOTE;Sensitive Learning;329;20;301;95;0.94;0.78;0.94;0.69
SYNCOPE;9;22.09;34.56;42.61;Random Forest;No;No;No;421;58;259;6;0.88;0.99;0.99;0.82
SYNCOPE;9;22.09;34.56;42.61;Random Forest;No;No;Sensitive Threshold;342;3;314;85;0.99;0.8;0.9;0.77
SYNCOPE;9;22.09;34.56;42.61;Random Forest;No;No;Sensitive Learning;404;22;295;23;0.95;0.95;0.98;0.88
SYNCOPE;9;22.09;34.56;42.61;Random Forest;No;oversampling;No;406;70;247;21;0.85;0.95;0.96;0.74
SYNCOPE;9;22.09;34.56;42.61;Random Forest;No;oversampling;Sensitive Threshold;251;0;317;176;1;0.59;0.79;0.55
SYNCOPE;9;22.09;34.56;42.61;Random Forest;No;oversampling;Sensitive Learning;391;44;273;36;0.9;0.92;0.95;0.78
SYNCOPE;9;22.09;34.56;42.61;Random Forest;No;undersampling;No;408;30;287;19;0.93;0.96;0.97;0.86
SYNCOPE;9;22.09;34.56;42.61;Random Forest;No;undersampling;Sensitive Threshold;140;0;317;287;1;0.33;0.66;0.29
SYNCOPE;9;22.09;34.56;42.61;Random Forest;No;undersampling;Sensitive Learning;395;115;202;32;0.77;0.93;0.91;0.58
SYNCOPE;9;22.09;34.56;42.61;Random Forest;No;SMOTE;No;422;93;224;5;0.82;0.99;0.98;0.72
SYNCOPE;9;22.09;34.56;42.61;Random Forest;No;SMOTE;Sensitive Threshold;349;5;312;78;0.99;0.82;0.9;0.78
SYNCOPE;9;22.09;34.56;42.61;Random Forest;No;SMOTE;Sensitive Learning;372;28;289;55;0.93;0.87;0.95;0.77
SYNCOPE;9;22.09;34.56;42.61;Random Forest;Best first;No;No;425;67;250;2;0.86;1;0.99;0.81
SYNCOPE;9;22.09;34.56;42.61;Random Forest;Best first;No;Sensitive Threshold;335;0;317;92;1;0.78;0.89;0.76
SYNCOPE;9;22.09;34.56;42.61;Random Forest;Best first;No;Sensitive Learning;394;5;312;33;0.99;0.92;0.99;0.9
SYNCOPE;9;22.09;34.56;42.61;Random Forest;Best first;oversampling;No;409;79;238;18;0.84;0.96;0.97;0.73
SYNCOPE;9;22.09;34.56;42.61;Random Forest;Best first;oversampling;Sensitive Threshold;335;2;315;92;0.99;0.78;0.89;0.75
SYNCOPE;9;22.09;34.56;42.61;Random Forest;Best first;oversampling;Sensitive Learning;403;64;253;24;0.86;0.94;0.96;0.75
SYNCOPE;9;22.09;34.56;42.61;Random Forest;Best first;undersampling;No;418;52;265;9;0.89;0.98;0.98;0.83
SYNCOPE;9;22.09;34.56;42.61;Random Forest;Best first;undersampling;Sensitive Threshold;293;0;317;134;1;0.69;0.84;0.65
SYNCOPE;9;22.09;34.56;42.61;Random Forest;Best first;undersampling;Sensitive Learning;412;140;177;15;0.75;0.96;0.91;0.55
SYNCOPE;9;22.09;34.56;42.61;Random Forest;Best first;SMOTE;No;423;67;250;4;0.86;0.99;0.98;0.8
SYNCOPE;9;22.09;34.56;42.61;Random Forest;Best first;SMOTE;Sensitive Threshold;341;1;316;86;1;0.8;0.9;0.77
SYNCOPE;9;22.09;34.56;42.61;Random Forest;Best first;SMOTE;Sensitive Learning;358;25;292;69;0.93;0.84;0.96;0.75
SYNCOPE;9;22.09;34.56;42.61;IBk;No;No;No;423;24;293;4;0.95;0.99;0.96;0.92
SYNCOPE;9;22.09;34.56;42.61;IBk;No;No;Sensitive Threshold;423;24;293;4;0.95;0.99;0.96;0.92
SYNCOPE;9;22.09;34.56;42.61;IBk;No;No;Sensitive Learning;423;24;293;4;0.95;0.99;0.96;0.92
SYNCOPE;9;22.09;34.56;42.61;IBk;No;oversampling;No;410;60;257;17;0.87;0.96;0.87;0.78
SYNCOPE;9;22.09;34.56;42.61;IBk;No;oversampling;Sensitive Threshold;410;60;257;17;0.87;0.96;0.89;0.78
SYNCOPE;9;22.09;34.56;42.61;IBk;No;oversampling;Sensitive Learning;400;52;265;27;0.88;0.94;0.91;0.78
SYNCOPE;9;22.09;34.56;42.61;IBk;No;undersampling;No;413;21;296;14;0.95;0.97;0.95;0.9
SYNCOPE;9;22.09;34.56;42.61;IBk;No;undersampling;Sensitive Threshold;413;21;296;14;0.95;0.97;0.95;0.9
SYNCOPE;9;22.09;34.56;42.61;IBk;No;undersampling;Sensitive Learning;414;137;180;13;0.75;0.97;0.8;0.57
SYNCOPE;9;22.09;34.56;42.61;IBk;No;SMOTE;No;422;25;292;5;0.94;0.99;0.96;0.92
SYNCOPE;9;22.09;34.56;42.61;IBk;No;SMOTE;Sensitive Threshold;422;25;292;5;0.94;0.99;0.95;0.92
SYNCOPE;9;22.09;34.56;42.61;IBk;No;SMOTE;Sensitive Learning;399;34;283;28;0.92;0.93;0.91;0.83
SYNCOPE;9;22.09;34.56;42.61;IBk;Best first;No;No;423;66;251;4;0.87;0.99;0.99;0.8
SYNCOPE;9;22.09;34.56;42.61;IBk;Best first;No;Sensitive Threshold;340;0;317;87;1;0.8;0.9;0.77
SYNCOPE;9;22.09;34.56;42.61;IBk;Best first;No;Sensitive Learning;394;5;312;33;0.99;0.92;0.99;0.9
SYNCOPE;9;22.09;34.56;42.61;IBk;Best first;oversampling;No;395;37;280;32;0.91;0.93;0.97;0.81
SYNCOPE;9;22.09;34.56;42.61;IBk;Best first;oversampling;Sensitive Threshold;345;2;315;82;0.99;0.81;0.9;0.78
SYNCOPE;9;22.09;34.56;42.61;IBk;Best first;oversampling;Sensitive Learning;367;31;286;60;0.92;0.86;0.96;0.75
SYNCOPE;9;22.09;34.56;42.61;IBk;Best first;undersampling;No;405;41;276;22;0.91;0.95;0.98;0.83
SYNCOPE;9;22.09;34.56;42.61;IBk;Best first;undersampling;Sensitive Threshold;331;0;317;96;1;0.78;0.89;0.75
SYNCOPE;9;22.09;34.56;42.61;IBk;Best first;undersampling;Sensitive Learning;324;26;291;103;0.93;0.76;0.91;0.66
SYNCOPE;9;22.09;34.56;42.61;IBk;Best first;SMOTE;No;421;66;251;6;0.86;0.99;0.99;0.8
SYNCOPE;9;22.09;34.56;42.61;IBk;Best first;SMOTE;Sensitive Threshold;347;1;316;80;1;0.81;0.9;0.78
SYNCOPE;9;22.09;34.56;42.61;IBk;Best first;SMOTE;Sensitive Learning;356;20;297;71;0.95;0.83;0.97;0.75
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;No;No;No;422;293;24;5;0.59;0.99;0.97;0.07
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;No;No;Sensitive Threshold;412;55;262;15;0.88;0.96;0.9;0.8
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;No;No;Sensitive Learning;414;147;170;13;0.74;0.97;0.97;0.53
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;No;oversampling;No;420;226;91;7;0.65;0.98;0.95;0.3
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;No;oversampling;Sensitive Threshold;381;22;295;46;0.95;0.89;0.91;0.81
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;No;oversampling;Sensitive Learning;401;84;233;26;0.83;0.94;0.94;0.69
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;No;undersampling;No;420;272;45;7;0.61;0.98;0.96;0.14
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;No;undersampling;Sensitive Threshold;376;24;293;51;0.94;0.88;0.9;0.8
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;No;undersampling;Sensitive Learning;418;280;37;9;0.6;0.98;0.9;0.11
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;No;SMOTE;No;422;264;53;5;0.62;0.99;0.96;0.17
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;No;SMOTE;Sensitive Threshold;408;43;274;19;0.9;0.96;0.91;0.83
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;No;SMOTE;Sensitive Learning;397;98;219;30;0.8;0.93;0.94;0.64
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;Best first;No;No;427;70;247;0;0.86;1;0.99;0.8
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;Best first;No;Sensitive Threshold;247;0;317;180;1;0.58;0.79;0.54
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;Best first;No;Sensitive Learning;334;0;317;93;1;0.78;0.99;0.75
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;Best first;oversampling;No;395;37;280;32;0.91;0.93;0.97;0.81
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;Best first;oversampling;Sensitive Threshold;188;1;316;239;0.99;0.44;0.72;0.4
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;Best first;oversampling;Sensitive Learning;367;31;286;60;0.92;0.86;0.96;0.75
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;Best first;undersampling;No;405;41;276;22;0.91;0.95;0.98;0.83
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;Best first;undersampling;Sensitive Threshold;0;0;317;427;0;0;0.5;0
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;Best first;undersampling;Sensitive Learning;324;26;291;103;0.93;0.76;0.91;0.66
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;Best first;SMOTE;No;424;68;249;3;0.86;0.99;0.98;0.8
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;Best first;SMOTE;Sensitive Threshold;254;1;316;173;1;0.59;0.8;0.55
SYNCOPE;9;22.09;34.56;42.61;Naive Bayes;Best first;SMOTE;Sensitive Learning;347;13;304;80;0.96;0.81;0.95;0.75
SYNCOPE;10;24.43;35.33;39.87;Random Forest;No;No;No;425;15;282;23;0.97;0.95;0.99;0.89
SYNCOPE;10;24.43;35.33;39.87;Random Forest;No;No;Sensitive Threshold;382;7;290;66;0.98;0.85;0.91;0.8
SYNCOPE;10;24.43;35.33;39.87;Random Forest;No;No;Sensitive Learning;412;9;288;36;0.98;0.92;0.99;0.88
SYNCOPE;10;24.43;35.33;39.87;Random Forest;No;oversampling;No;418;12;285;30;0.97;0.93;0.98;0.88
SYNCOPE;10;24.43;35.33;39.87;Random Forest;No;oversampling;Sensitive Threshold;289;3;294;159;0.99;0.65;0.82;0.58
SYNCOPE;10;24.43;35.33;39.87;Random Forest;No;oversampling;Sensitive Learning;388;11;286;60;0.97;0.87;0.98;0.81
SYNCOPE;10;24.43;35.33;39.87;Random Forest;No;undersampling;No;408;10;287;40;0.98;0.91;0.99;0.86
SYNCOPE;10;24.43;35.33;39.87;Random Forest;No;undersampling;Sensitive Threshold;220;3;294;228;0.99;0.49;0.74;0.43
SYNCOPE;10;24.43;35.33;39.87;Random Forest;No;undersampling;Sensitive Learning;380;20;277;68;0.95;0.85;0.95;0.76
SYNCOPE;10;24.43;35.33;39.87;Random Forest;No;SMOTE;No;424;13;284;24;0.97;0.95;0.99;0.9
SYNCOPE;10;24.43;35.33;39.87;Random Forest;No;SMOTE;Sensitive Threshold;384;6;291;64;0.98;0.86;0.92;0.81
SYNCOPE;10;24.43;35.33;39.87;Random Forest;No;SMOTE;Sensitive Learning;380;7;290;68;0.98;0.85;0.98;0.8
SYNCOPE;10;24.43;35.33;39.87;Random Forest;Best first;No;No;443;43;254;5;0.91;0.99;0.99;0.86
SYNCOPE;10;24.43;35.33;39.87;Random Forest;Best first;No;Sensitive Threshold;342;5;292;106;0.99;0.76;0.87;0.71
SYNCOPE;10;24.43;35.33;39.87;Random Forest;Best first;No;Sensitive Learning;388;6;291;60;0.98;0.87;0.98;0.82
SYNCOPE;10;24.43;35.33;39.87;Random Forest;Best first;oversampling;No;430;26;271;18;0.94;0.96;0.98;0.88
SYNCOPE;10;24.43;35.33;39.87;Random Forest;Best first;oversampling;Sensitive Threshold;346;4;293;102;0.99;0.77;0.88;0.72
SYNCOPE;10;24.43;35.33;39.87;Random Forest;Best first;oversampling;Sensitive Learning;422;26;271;26;0.94;0.94;0.97;0.85
